Что,Где,Когда,Кто,Тип,Столбец 6,Оценка,Откуда,Тэги,Жанр,Фича,РАЗНЕСЛИ:,6884,,,,,,
38) Skirt & PUNPEE — ODDTAXI [1 Opening Odd Taxi / Случайное такси],https://www.youtube.com/watch?v=LKMw0hBDBUw,8:51:00,Dzen Garden Group,донат,,гениально - -,Аниме,,инди / поп,,,,,,,,,
39) The 13th tailor — Gospelion in a classic love (MUSIC VIDEO) [1 Ending Mahou Shoujo Magical Destroyers / Девочки-волшебницы: Волшебные разрушительницы],https://youtu.be/xMA0SLlW3hk,9:02:25,randerban,долг Х2,,гениально - -,Аниме,,инди / джаз / электронное,,,,,,,,,
40) Motoi Sakuraba — Dissonance [Tales of Arise OST],https://youtu.be/PcIXgnMiyXQ?si=BksU1ER41FQJEnte,9:15:25,Влад Горшков,донат,,хорошечно+,Игра,,оркестровое / инструментал,,,,,,,,,
СТРИМ №120 (29.05.25),https://vkvideo.ru/video-182074546_456239203,, ,,,,,,,,,,,,,,,
ДОЛГОВОЙ, ,, ,,,,,,,,,,,,,,,
1) J.Fla — Lose Yourself {Потерять Себя} (Eminem - Lose Yourself; Cover),https://www.youtube.com/watch?v=DPJv5u1EcaM,7:10,Boevaya_riba,долг,,нормас+,,,рэп,,,,,,,,,
2) necrxknight — inxy,https://youtu.be/LECwF9DZneY,17:20,Takada W,долг Х2,,нормас++,,,электронное / инструментал,,,,,,,,,
3) Loqiemean — ШМЫГА {SHMYGA},https://www.youtube.com/watch?v=BfbY6ZzyZdA),26:25,HourlyRaptor7,долг Х3💀,,атлична - -,,,рэп / электронное,,,,,,,,,
4) Houshou Marine — A Horny Money World ～legendary night～ {A Horny Money World ～伝説の夜～},https://youtu.be/2_opjVlYhi4,39:30,AndrLord,долг Х4☠️,,атлична-,,,рэп / поп / электронное,,,,,,,,,
5) Nena — 99 Luftballons {99 воздушных шариков} (1983 г.),https://youtu.be/Fpu5a0Bl8eY,49:30,Cherfrish,долг,,хорошечно-,,,поп / поп-рок,,,,,,,,,
6) Darren Korb — Bynn the Breaker [Bastion OST],https://www.youtube.com/watch?v=o_CQR9bnggw&list=PL53mjgVKFq7yPfCiSJaA_aI2SPKrnEmmJ&index=4&ab_channel=SupergiantGames,1:01:45,SinWarlock,долг Х2,,хорошечно++,Игра,,инструментал / электронное / фолк,,,,,,,,,
7) The Police — Every Breath You Take (Songwriter: Sting),https://www.youtube.com/watch?v=OMOGaugKpzs,1:14:20,GameCloser,долг Х3💀,,гениально - -,,,поп-рок / баллада / поп,,,,,,,,,
8) Apashe feat. Panther — Battle Royale,https://youtu.be/F7Ex-ubaU6A,1:25:55,Sammy Willbur,долг Х4☠️,,атлична-,,,электронное / рэп ,,,,,,,,,
9) Eminem — Lose Yourself,https://youtu.be/_Yhyp-_hX2s?si=he9ODBP9_9u_4ahJ,1:36:20,Monstrrro,долг,,гениально-,,,рэп ,,,,,,,,,
9.5) Faryma.composer — Lose Yourself (Eminem - Lose Yourself; Cover),Стрим,2:05:25,Faryma.composer,,,,,,,,,,,,,,,
"10) Origa — Shine, my star {Гори, гори, моя звезда} (Пётр Булахов - Гори, гори, моя звезда; Original)",https://www.youtube.com/watch?v=f1P3z8xHhTk,2:12:05,Boevaya_riba,долг Х2,,атлична+,,,баллада / фолк,,,,,,,,,
11) Survive Said The Prophet — Paradox [2/4 Opening Vinland Saga Season 2 / Сага о Винланде 2],https://youtu.be/AcJUYGD8zjk?si=Xn27i9zrk9xcBrhJ,2:21:00,AndrLord,долг Х3💀,,хорошечно,Аниме,,метал,,,,,,,,,
12) UNISON SQUARE GARDEN — Boujaku No Charisma {傍若のカリスマ} [1/3 Opening Blue Lock Season 2 / Синяя тюрьма: Блю Лок против юношеской сборной Японии],https://youtu.be/cxK_rMG2uhw?si=kkua4JQPq64rt92X,2:34:00,kumashisan; Svd_bb,заказ,,атлична - -,Аниме,,рок,,,,,,,,,
13) Frederic — PEEK A BOO,https://youtu.be/nbwS3tdc_n4?si=tzHNrVWOg0-bdHuE,2:51:15,Svd_bb,заказ,,гениально-,,,поп-рок / электронное,,,,,,,,,
14) Darren Korb — Percy's Escape [Bastion OST],https://youtu.be/tmDNbT0D7hc?list=PL53mjgVKFq7yPfCiSJaA_aI2SPKrnEmmJ,3:01:55,SinWarlock,заказ,,атлична - -,Игра,,инструментал / фолк / электронное,,,,,,,,,
15) Motoi Sakuraba — Breakdown [Tales of Arise OST],https://youtu.be/QNqTlazRlrQ?si=AxOq6kZXA5s3nqxZ,3:07:50,Влад Горшков,долг,,атлична - -,Игра,,оркестровое / инструментал,,,,,,,,,
16) Danny Baranowsky — Grave Throbbing (2-2 with Shopkeeper) [Crypt of the Necrodancer OST],https://www.youtube.com/watch?v=WDMs_ERAU-0&list=PLchGsFtT6nrSwPAve39lPdeKr1OWWAk5j&index=32&ab_channel=dannyBstyle,3:19:20,SinWarlock,долг Х2,,хорошечно - -,Игра,,инструментал / электронное,,,,,,,,,
"17) XX:me — Torikago {トリカゴ} (сейю Haruka Tomatsu, Kana Ichinose, Nanami Yamashita, Shizuka Ishigami and Saori Hayami; FULL VER) [1 Ending Darling in the FranXX / Милый во Франксе]",https://vk.com/audio-9273458_456241985_8a1357a88bed13f355,3:30:05,DzenDish,долг Х3💀,,хорошечно - -,Аниме,,поп-рок / поп,,,,,,,,,
18) Cosmograph feat. AKA — Hold you tight [Goddess of Victory: Nikke OST],https://youtu.be/NtoYJ-WUy7E,3:46:40,ДокухэбиТатсу,долг Х4☠️,,хорошечно,Игра,,баллада / рок / поп-рок,,,,,,,,,
18.5) Импровизация на гитаре от Faryma.composer,Стрим,4:02:40,Faryma.composer,,,,,,,,,,,,,,,
СТРИМ №119 (27.05.25),https://vkvideo.ru/video-182074546_456239202,, ,,,,,,,,,,,,,,,
ДОЛГОВОЙ, ,, ,,,,,,,,,,,,,,,
1) issey — Yonabe no Tango {よなべのタンゴ},https://youtu.be/ZdEMnmDrybc,7:40,sofa divan,очередь,,атлична - -,,,инди,,,,,,,,,
2) Diablo Swing Orchestra — Balrog Boogie,https://www.youtube.com/watch?v=oObi6HJMMu8,21:50,Rtur,долг,,атлична+,,,метал / джаз,,,,,,,,,
3) Sati Akura — Usseewa {うっせぇわ} (Ado - Usseewa; RUS Cover),https://www.youtube.com/watch?v=dSaXxGp6D8c,35:00,Boevaya_riba,долг Х2,,хорошечно++,,,поп / электронное,,,,,,,,,
4) ALI PROJECT — GOD DIVA [OST; .hack//Roots / .хак//Корни],https://youtu.be/jcCT9jFa-i8?si=FL92J1qJsfwrNqRH,49:55,laitsberg,заказ,,атлична - -,Аниме,,инди / электронное / оркестровое,,,,,,,,,
5) Loqiemean — RAGE QUIT,https://www.youtube.com/watch?v=aitjZtajmIg),1:06:30,HourlyRaptor7,долг Х3💀,,хорошечно+,,,рэп / электронное,,,,,,,,,
6) Ado — Jukkai(1984) {Ten Commandments / 十戒} (Akina Nakamori - Jukkai '1984'; Cover),https://youtu.be/BFVn0ZQwGpk?si=XL_9SZp3TfugyS8N,1:14:55,AnonymousAdomin,долг Х4☠️,,атлична-,,,поп-рок ,,,,,,,,,
7) Король и Шут — Кода {Coda},https://www.youtube.com/watch?v=ViyfwRV8wqA,1:25:35,Cherfrish,долг,,атлична+,,,рок,,,,,,,,,
8) Alina Gingertail — Clubbed to Death (Rob Dougan - Clubbed to Death; Cover) [OST; The Matrix / Матрица],https://www.youtube.com/watch?v=vnh4ZT3uNEM&ab_channel=AlinaGingertail,1:44:05,SinWarlock,долг Х2,,хорошечно+,Фильм,,фолк,,,,,,,,,
9) HOYO-MiX — Epitaph [Honkai: Star Rail OST],https://youtu.be/VH9PNJN7TZo?si=6DDkHRvDbPd8jqxu,2:15:05,laitsberg,долг Х3💀,,гениально-,Игра,,электронное / оркестровое / инструментал ,,,,,,,,,
"10) Leslie Odom Jr., Daveed Diggs, Christopher Jackson & Original Broadway Cast of Hamilton — Guns and Ships",https://www.youtube.com/watch?v=WOb8-C6jw0M,2:27:25,Triple_AI,долг Х4☠️,,атлична,,,мюзикл / рэп,,,,,,,,,
11) Джоконда — Тени Ноября {Shadows of November} (Official Music Video),https://youtu.be/CEPr9IHL50s?si=n6Hevn8kT26OQxPG,2:35:10,Zagitarius_Ed,донат,,хорошечно++,,,метал / баллада,,,,,,,,,
12) Mori Calliope — MERA MERA (ORIGINAL SONG),https://youtu.be/DOzpsXZS-j0,2:50:10,AndrLord,долг Х2,,атлична,,,поп / рэп / электронное,,,,,,,,,
СТРИМ №118 (25.05.25),https://vkvideo.ru/video-182074546_456239201,, ,,,,,,,,,,,,,,,
БЛАГОТВОРИТЕЛЬНЫЙ, ,, ,,,,,,,,,,,,,,,
1) Anna Tsuchiya — Kuroi Namida {Black Tears / 黒い涙} [3 Ending Nana / Нана],https://www.youtube.com/watch?v=g-2kdh07E-4,9:50,Boevaya_riba,очередь,,хорошечно-,Аниме,,рок / поп-рок,,,,,,,,,
2) hitorie — Nichijou to Chikyuu no Gakubuchi {Frame of Normal Life and the World / 日常と地球の額縁} (​wowaka feat. Hatsune Miku - Nichijou to Chikyuu no Gakubuchi; Self Cover),https://youtu.be/yjXYyAXnSbw?si=719bu7LJ3-J2a0Ex,14:45,Astamaxxvm,очередь,,атлична - -,,,рок,,,,,,,,,
3) MAN WITH A MISSION — I’ll be there [OST; Believe: Kimi ni Kakeru Hashi / Believe – Kimi Kakeru Hashi],https://youtu.be/uqMYbagwyJ4,28:00,AndrLord,очередь,,атлична,Фильм,,рок / поп-рок,,,,,,,,,
4) Twenty One Pilots — Ode To Sleep,https://music.yandex.com/album/749916/track/4353372?utm_medium=copy_link,43:35,@canihaveacupofcoffee,очередь,,хорошечно+,,,инди / поп-рок / поп,,,,,,,,,
5) Sān-Z & HOYO-MiX feat. Astra Yao — Original Me {Genshoku / 原色} (Official Chinese Pinyin English Lyrics),https://youtu.be/gRT0Vb961Pg?si=eDHc7oqGP1HnwuHQ,1:00:25,@Baobab123453,очередь,,хорошечно+,Игра,,поп ,,,,,,,,,
"6) Void_Chords feat. L — Beyond Selves [1 Opening RWBY: Ice Queendom / Красный, белый, чёрный, жёлтый: Ледяная империя]",https://youtu.be/h5PcCMEuT3E?si=LrNp7i82mH05mi0R,1:14:10,laitsberg,очередь,,атлична,Аниме,,поп-рок / джаз,,,,,,,,,
7) Sakanaction — Kaijuu {怪獣} (Full Version) [1 Opening Chi.: Chikyuu no Undou ni Tsuite / О движении Земли],https://youtu.be/a8dgNdJVluc?si=VSEGOl0hfHvGG6YQ,1:34:35,@Art3mmoy; ArtyomShay; @TheTIIm,очередь,,атлична+,Аниме,,поп-рок / инди,,,,,,,,,
8) Beniiro Litmus — Rin to shite saku hana no gotoku {Like a flower that blooms bravely / 凛として咲く花の如く} (Composer TOMOSUKE) [pop'n music 15 ADVENTURE OST],https://youtu.be/RtbUv8J_fsY,2:07:00,mx14,очередь,,хорошечно+,Игра,,поп-рок / фолк,,,,,,,,,
"9) ABBA — Money, Money, Money (Official Music Video)",https://www.youtube.com/watch?v=ETxmCCsMoD0,2:24:10,Kirat,очередь,,гениально-,,,поп,,,,,,,,,
10) Domitori Taranofu — Nya {ニャー},https://t.me/faryma_composer/632?comment=110568,2:35:30,Domitori Taranofu,очередь,,хорошечно-,,,поп / электронное,,,,,,,,,
11) Heart — Barracuda (1977; Live),https://youtu.be/PeMvMNpvB5M?si=Ayl7FYKKTnC2N0GR,2:45:20,@Camar34,очередь,,гениально - -,,,рок / инди,,,,,,,,,
12) Hana — Cursed Life/Blessed Life {呪われた生／祝福された生} ('End Sky II' ending from Jabberwocky II) [VN; OST; Wonderful Everyday / Subarashiki Hibi ~Furenzoku Sonzai~ / Чудесные дни ~Прерывистое существование~],https://www.youtube.com/watch?v=4cYjCbEE6lU,2:58:40,Keras174,очередь,,хорошечно,Игра,,инди / электронное,,,,,,,,,
13) Linkin Park — Breaking the Habit (Official Music Video),https://youtu.be/v2H4l9RpkwM,3:16:45,Sammy Willbur,очередь,,атлична+,,,поп-рок,,,,,,,,,
14) Porno Graffitti — The Day [1 Opening Boku no Hero Academia / Моя геройская академия],https://www.youtube.com/watch?v=N8wfYwSDTa4,3:29:15,Sendy Polaris,очередь,,атлична-,Аниме,,рок,,,,,,,,,
15) NOMELON NOLEMON — INAZMA,https://youtu.be/Lzrd6tehdmw?si=CiR32N7DcqmTefpw,3:41:50,CHEBURAWKA,очередь,,гениально - -,,,поп / инди / поп-рок,,,,,,,,,
16) Plini — Moonflower (Audio),https://www.youtube.com/watch?v=BZLNF6AEoKU,4:07:35,@Kiranchy,очередь,,хорошечно++,,,рок / метал / инструментал,,,,,,,,,
17) Hiroyuki Sawano feat. Yosh — scaPEGoat [1 Ending Seraph of the End: Vampire Reign / Последний Серафим],https://www.youtube.com/watch?v=sCTdrDZmAIM&ab_channel=HiroyukiSawanoVEVO,4:18:30,Enotishche,очередь,,хорошечно++,Аниме,,поп-рок,,,,,,,,,
18) Eve — Kororon {虎狼来},https://www.youtube.com/watch?v=Gw96jPDtoDQ,4:34:05,@Kaizzoku_Gari,очередь,,атлична-,,,поп / фанк,,,,,,,,,
19) Злые гномы — Настоящий Онанизм,https://youtu.be/CKRBsk7_blQ?si=GhHRjzBeBoZDUZz-,4:45:35,@wnkd1,очередь,,кринж-контент,,,рок,,,,,,,,,
20) MYTH & ROID — theater D [ep 14; OST; Re:Zero - Starting Life in Another World / Re:Zero. Жизнь с нуля в альтернативном мире],https://www.youtube.com/watch?v=BhC50WCgsjs,4:51:50,DzenDish,очередь,,атлична,Аниме,,электронное / инди / рок,,,,,,,,,
21) MILANO Extras — Hot Hot Fire,https://www.youtube.com/watch?v=d9AkxJFDNzM&ab_channel=MILANOExtras-Topic,5:05:50,SinWarlock,очередь,,атлична - -,,,инди / поп-рок,,,,,,,,,
22) Evanescence — Afterlife (Official Lyric Video; Netflix) [OST; Devil May Cry 2025 г.],https://youtube.com/watch?v=VyT00IwHGI8,5:16:00,Cybrex,очередь,,хорошечно+,Аниме,,метал,,,,,,,,,
СТРИМ №117 (24.05.25),https://vkvideo.ru/video-182074546_456239200,, ,,,,,,,,,,,,,,,
 ,Пришло треков: 60,, ,,,,,,,,,,,,,,,
1) James Carbutt — March [Thank Goodness You’re Here! OST],https://www.youtube.com/watch?v=Nq4H1bby2kg,7:10,General PunisheR,донат,,хорошечно+,Игра,,инструментал / фолк,,,,,,,,,
2) ABBA — Summer Night City (Official Music Video),https://youtu.be/_d5dPYHi17k?si=q7lqf8CLLI3XgEy2,17:40,Alan008,долг,,хорошечно++,,,поп,,,,,,,,,
3) Евгений Дога — Вальс (GloriaMusicVideo) [Мой ласковый и нежный зверь OST],https://youtu.be/ftpL1YAO1v4,29:55,Cherfrish,донат,,гениально - -,Фильм,,оркестровое / инструментал,,,,,,,,,
4) HOYO-MiX — The Golden Touch [Honkai: Star Rail OST],https://youtu.be/PwAXq6Chx7A?si=KsZL2_VHGx_8lp52,42:30,laitsberg,долг Х2,,хорошечно++,Игра,,джаз / инструментал / электронное,,,,,,,,,
5) Domitori Taranofu — Moments of the Past,https://vk.com/audio-2001254323_124254323,55:05,Domitori Taranofu,донат,,хорошечно,,,электронное / инструментал,,,,,,,,,
6) Yuko Ando — Shogeki {Shock / 衝撃} [1/6 Ending Shingeki no Kyojin: The Final Season / Атака титанов: Финал],https://youtu.be/UAuwzw_5JU4,1:08:10,AndrLord,долг Х3💀,,атлична,Аниме,,инди / поп,,,,,,,,,
7) Men at Work — Who Can It Be Now? (Video Version),https://youtu.be/SECVGN4Bsgg,1:19:30,Cherfrish,донат,,хорошечно,,,поп,,,,,,,,,
8) Takeharu Ishimoto — The Price of Freedom {Свобода / 自由の代償 / Jiyū no Daishō} [OST; Crisis Core: Final Fantasy VII],https://www.youtube.com/watch?v=TjF_V_feppI&list=RDDeXrEyMbBOQ&index=2,1:31:05,iromzy1337,заказ,,ну такое+,Игра,,инструментал / баллада / рок,,,,,,,,,
9) Domitori Taranofu — My 2015 (Extended Mix),https://vk.com/audio-2001147113_110147113,1:42:40,Domitori Taranofu,донат,,нормас++,,,электронное / инструментал,,,,,,,,,
10) Mori Calliope — Go-Getters [1 Ending Suicide Squad Isekai / Отряд самоубийц из другого мира],https://youtu.be/j7RbmhKeaZs,1:55:35,AndrLord,долг,,атлична+,Аниме,,электронное / поп ,,,,,,,,,
11) Ummet Ozcan & Otyken — Altay (Official Music Video),https://www.youtube.com/watch?v=aXsLlOPwe48,2:07:30,Rtur,донат,,хорошечно+,,,фолк / электронное ,,,,,,,,,
12) Sam Houghton & Joe Collinson — Into Asgard [BPM: Bullets Per Minute OST],https://www.youtube.com/watch?v=IbWpQZsFIik&ab_channel=SamHoughtonandJoeCollinson-Topic,2:35:45,SinWarlock,долг Х2,,нормас++,Игра,,метал / инструментал,,,,,,,,,
13) Savage Circus — When Hell Awakes,https://open.spotify.com/track/7n9XmAI6MdlmoccEix54AO?si=0f86642042da43ee,2:55:55,MeinJurer,донат,,хорошечно - -,,,метал,,,,,,,,,
14) Maxim Vengerov — Hungarian Dance No. 5 (Johannes Brahms - Hungarian Dance No. 5; Original; Live),https://www.youtube.com/watch?v=6vqt51VVidY,3:19:55,Triple_AI,долг Х3💀,,гениально-,,,оркестровое / инструментал,,,,,,,,,
15) Manuel — GAS GAS GAS(EXTENDED MIX) [OST; Initial D / Инициал Ди],https://www.youtube.com/watch?v=ljwUlY9WW1I,3:29:40,upucka18,заказ,,атлична,Аниме,,рок / электронное,,,,,,,,,
16) Paul Mauriat — Hungarian Dance No. 5 (Johannes Brahms - Hungarian Dance No. 5; Original; Live),https://youtu.be/CkuXtNm40zM?si=fSWIsgkw_FjbLb2H,3:39:50,Alan008,долг,,атлична-,,,оркестровое / инструментал,,,,,,,,,
"17) Alexander Pischikov, Boris Frumkin, Igor Kantyukov, Мурад Кажлаев & Melodiya — Снова в горы, фокстрот-самба (2023 Remastered)",https://vk.com/audio-2001022824_125022824,3:55:35,MeinJurer,донат,,хорошечно+,,,инструментал / поп / джаз,,,,,,,,,
